Author1 ID,Author1 Name,Author2 ID,Author2 Name,Weight
359,"Kang, D",358,"Changizi, M",0.5
360,"Mokhtarzada, Z",357,"Cherniak, C",0.333333
360,"Mokhtarzada, Z",358,"Changizi, M",0.333333
361,"Rodriguezesteban, R",357,"Cherniak, C",0.333333
361,"Rodriguezesteban, R",360,"Mokhtarzada, Z",0.333333
361,"Rodriguezesteban, R",358,"Changizi, M",0.333333
362,"Chklovskii, D",62,"Alon, U",0.2
363,"Koulakov, A",362,"Chklovskii, D",1
364,"Mel, B",362,"Chklovskii, D",0.5
365,"Svoboda, K",362,"Chklovskii, D",0.5
365,"Svoboda, K",364,"Mel, B",0.5
367,"Hyman, J",366,"Chowell, G",0.5
368,"Eubank, S",366,"Chowell, G",0.5
368,"Eubank, S",367,"Hyman, J",0.5
369,"Vu, V",24,"Chung, F",0.5
369,"Vu, V",25,"Lu, L",0.5
370,"Clauset, A",78,"Newman, M",0.5
371,"Moore, C",370,"Clauset, A",0.5
371,"Moore, C",78,"Newman, M",2.5
371,"Moore, C",309,"Watts, D",0.5
373,"Briand, F",372,"Cohen, J",0.5
374,"Newman, C",372,"Cohen, J",0.5
374,"Newman, C",373,"Briand, F",0.5
375,"Cohen, R",33,"Barabasi, A",0.25
376,"Benavraham, D",375,"Cohen, R",1.91667
376,"Benavraham, D",33,"Barabasi, A",0.25
377,"Havlin, S",375,"Cohen, R",2.91667
377,"Havlin, S",376,"Benavraham, D",1.91667
377,"Havlin, S",33,"Barabasi, A",0.25
378,"Erez, K",375,"Cohen, R",0.333333
378,"Erez, K",376,"Benavraham, D",0.333333
378,"Erez, K",377,"Havlin, S",0.333333
380,"Heithaus, M",379,"Connor, R",0.5
381,"Barre, L",379,"Connor, R",0.5
381,"Barre, L",380,"Heithaus, M",0.5
383,"Kadanoff, L",382,"Coppersmith, S",0.5
384,"Zhang, Z",382,"Coppersmith, S",0.5
384,"Zhang, Z",383,"Kadanoff, L",0.5
386,"Haughton, V",385,"Cordes, D",0.142857
387,"Arfanakis, K",385,"Cordes, D",0.142857
387,"Arfanakis, K",386,"Haughton, V",0.142857
388,"Carew, J",385,"Cordes, D",0.142857
388,"Carew, J",386,"Haughton, V",0.142857
388,"Carew, J",387,"Arfanakis, K",0.142857
389,"Turski, P",385,"Cordes, D",0.142857
389,"Turski, P",386,"Haughton, V",0.142857
389,"Turski, P",387,"Arfanakis, K",0.142857
389,"Turski, P",388,"Carew, J",0.142857
390,"Moritz, C",385,"Cordes, D",0.142857
390,"Moritz, C",386,"Haughton, V",0.142857
390,"Moritz, C",387,"Arfanakis, K",0.142857
390,"Moritz, C",388,"Carew, J",0.142857
390,"Moritz, C",389,"Turski, P",0.142857
391,"Quigley, M",385,"Cordes, D",0.142857
391,"Quigley, M",386,"Haughton, V",0.142857
391,"Quigley, M",387,"Arfanakis, K",0.142857
391,"Quigley, M",388,"Carew, J",0.142857
391,"Quigley, M",389,"Turski, P",0.142857
391,"Quigley, M",390,"Moritz, C",0.142857
392,"Meyerand, M",385,"Cordes, D",0.142857
392,"Meyerand, M",386,"Haughton, V",0.142857
392,"Meyerand, M",387,"Arfanakis, K",0.142857
392,"Meyerand, M",388,"Carew, J",0.142857
392,"Meyerand, M",389,"Turski, P",0.142857
392,"Meyerand, M",390,"Moritz, C",0.142857
392,"Meyerand, M",391,"Quigley, M",0.142857
394,"Kuhn, T",393,"Corman, S",0.333333
395,"Mcphee, R",393,"Corman, S",0.333333
395,"Mcphee, R",394,"Kuhn, T",0.333333
396,"Dooley, K",393,"Corman, S",0.333333
396,"Dooley, K",394,"Kuhn, T",0.333333
396,"Dooley, K",395,"Mcphee, R",0.333333
398,"Leiserson, C",397,"Cormen, T",0.333333
399,"Rivest, R",397,"Cormen, T",0.333333
399,"Rivest, R",398,"Leiserson, C",0.333333
400,"Stein, C",397,"Cormen, T",0.333333
400,"Stein, C",398,"Leiserson, C",0.333333
400,"Stein, C",399,"Rivest, R",0.333333
401,"Cosenza, S",277,"Fortuna, L",0.166667
401,"Cosenza, S",278,"Larosa, M",0.166667
402,"Crucitti, P",401,"Cosenza, S",0.166667
402,"Crucitti, P",277,"Fortuna, L",0.166667
402,"Crucitti, P",278,"Larosa, M",0.166667
402,"Crucitti, P",327,"Latora, V",2.16667
402,"Crucitti, P",328,"Rapisarda, A",0.333333
402,"Crucitti, P",30,"Albert, R",0.333333
403,"Frasca, M",401,"Cosenza, S",0.166667
403,"Frasca, M",402,"Crucitti, P",0.166667
403,"Frasca, M",277,"Fortuna, L",0.5
403,"Frasca, M",278,"Larosa, M",0.5
404,"Stagni, C",401,"Cosenza, S",0.166667
404,"Stagni, C",402,"Crucitti, P",0.166667
404,"Stagni, C",277,"Fortuna, L",0.166667
404,"Stagni, C",403,"Frasca, M",0.166667
404,"Stagni, C",278,"Larosa, M",0.166667
405,"Usai, L",401,"Cosenza, S",0.166667
405,"Usai, L",402,"Crucitti, P",0.166667
405,"Usai, L",277,"Fortuna, L",0.166667
405,"Usai, L",403,"Frasca, M",0.166667
405,"Usai, L",278,"Larosa, M",0.166667
405,"Usai, L",404,"Stagni, C",0.166667
406,"Coulumb, S",166,"Bauer, M",1
409,"Flores, J",408,"Criado, R",0.25
410,"Hernandezbermejo, B",408,"Criado, R",0.583333
410,"Hernandezbermejo, B",409,"Flores, J",0.25
411,"Pello, J",408,"Criado, R",0.25
411,"Pello, J",409,"Flores, J",0.25
411,"Pello, J",410,"Hernandezbermejo, B",0.25
412,"Romance, M",408,"Criado, R",0.583333
412,"Romance, M",409,"Flores, J",0.25
412,"Romance, M",410,"Hernandezbermejo, B",0.583333
412,"Romance, M",411,"Pello, J",0.25
413,"Garciadelamo, A",408,"Criado, R",0.333333
413,"Garciadelamo, A",410,"Hernandezbermejo, B",0.333333
413,"Garciadelamo, A",412,"Romance, M",0.333333
415,"Koch, C",414,"Crick, F",1
415,"Koch, C",247,"Schuster, H",0.333333
416,"Marchiori, M",402,"Crucitti, P",0.833333
416,"Marchiori, M",327,"Latora, V",3.5
416,"Marchiori, M",328,"Rapisarda, A",0.333333
417,"Porta, S",402,"Crucitti, P",1
417,"Porta, S",327,"Latora, V",1
419,"Szendroi, B",418,"Csanyi, G",1
421,"Csete, M",319,"Doyle, J",1
423,"Bestavros, A",422,"Cunha, C",0.5
424,"Crovella, M",422,"Cunha, C",0.5
424,"Crovella, M",423,"Bestavros, A",0.5
426,"Doob, M",425,"Cvetkovic, D",0.5
427,"Sachs, H",425,"Cvetkovic, D",0.5
427,"Sachs, H",426,"Doob, M",0.5
428,"Dafontouracosta, L",46,"Stauffer, D",1.33333
429,"Diambra, L",428,"Dafontouracosta, L",1
431,"Gani, J",430,"Daley, D",1
432,"Kendall, D",430,"Daley, D",1
434,"Christensen, M",433,"Dall, J",1
435,"Davidsen, J",245,"Ebel, H",1
435,"Davidsen, J",244,"Bornholdt, S",1
437,"Gardner, B",436,"Davis, A",0.5
438,"Gardner, M",436,"Davis, A",0.5
438,"Gardner, M",437,"Gardner, B",0.5
439,"Davis, G",118,"Baker, W",0.5
440,"Greve, H",439,"Davis, G",1
441,"Yoo, M",439,"Davis, G",0.5
441,"Yoo, M",118,"Baker, W",0.5
443,"Herrmann, H",442,"Dearcangelis, L",1
443,"Herrmann, H",72,"Stanley, H",0.5
445,"Grossman, J",444,"Decastro, R",1
447,"Neau, D",446,"Deffuant, G",0.333333
448,"Amblard, F",446,"Deffuant, G",0.333333
448,"Amblard, F",447,"Neau, D",0.333333
449,"Weisbuch, G",446,"Deffuant, G",0.333333
449,"Weisbuch, G",447,"Neau, D",0.333333
449,"Weisbuch, G",448,"Amblard, F",0.333333
450,"Defraysseix, H",282,"Kuntz, P",1
453,"Medeirossoares, M",452,"Delimaesilva, D",0.142857
454,"Henriques, M",452,"Delimaesilva, D",0.142857
454,"Henriques, M",453,"Medeirossoares, M",0.142857
455,"Schivanialves, M",452,"Delimaesilva, D",0.142857
455,"Schivanialves, M",453,"Medeirossoares, M",0.142857
455,"Schivanialves, M",454,"Henriques, M",0.142857
456,"Deaguilar, S",452,"Delimaesilva, D",0.142857
456,"Deaguilar, S",453,"Medeirossoares, M",0.142857
456,"Deaguilar, S",454,"Henriques, M",0.142857
456,"Deaguilar, S",455,"Schivanialves, M",0.142857
457,"Decarvalho, T",452,"Delimaesilva, D",0.142857
457,"Decarvalho, T",453,"Medeirossoares, M",0.142857
457,"Decarvalho, T",454,"Henriques, M",0.142857
457,"Decarvalho, T",455,"Schivanialves, M",0.142857
457,"Decarvalho, T",456,"Deaguilar, S",0.142857
458,"Corso, G",452,"Delimaesilva, D",0.142857
458,"Corso, G",453,"Medeirossoares, M",0.642857
458,"Corso, G",454,"Henriques, M",0.142857
458,"Corso, G",455,"Schivanialves, M",0.142857
458,"Corso, G",456,"Deaguilar, S",0.142857
458,"Corso, G",457,"Decarvalho, T",0.142857
459,"Lucena, L",452,"Delimaesilva, D",0.142857
459,"Lucena, L",453,"Medeirossoares, M",0.642857
459,"Lucena, L",454,"Henriques, M",0.142857
459,"Lucena, L",455,"Schivanialves, M",0.142857
459,"Lucena, L",456,"Deaguilar, S",0.142857
459,"Lucena, L",457,"Decarvalho, T",0.142857
459,"Lucena, L",458,"Corso, G",0.642857
461,"Bottaccio, M",460,"Delucia, M",0.333333
462,"Montuori, M",460,"Delucia, M",0.333333
462,"Montuori, M",461,"Bottaccio, M",0.333333
463,"Pietronero, L",460,"Delucia, M",0.333333
463,"Pietronero, L",461,"Bottaccio, M",0.333333
463,"Pietronero, L",462,"Montuori, M",0.333333
463,"Pietronero, L",301,"Caldarelli, G",0.5
464,"Demenezes, M",33,"Barabasi, A",1
465,"Moukarzel, C",464,"Demenezes, M",1.5
466,"Penna, T",464,"Demenezes, M",0.5
466,"Penna, T",465,"Moukarzel, C",0.5
468,"Greene, D",467,"Demers, A",0.25
469,"Hauser, C",467,"Demers, A",0.25
469,"Hauser, C",468,"Greene, D",0.25
470,"Irish, W",467,"Demers, A",0.25
470,"Irish, W",468,"Greene, D",0.25
470,"Irish, W",469,"Hauser, C",0.25
471,"Larson, J",467,"Demers, A",0.25
471,"Larson, J",468,"Greene, D",0.25
471,"Larson, J",469,"Hauser, C",0.25
471,"Larson, J",470,"Irish, W",0.25
473,"Motter, A",472,"Demoura, A",0.833333
473,"Motter, A",222,"Zhou, C",0.5
473,"Motter, A",219,"Kurths, J",0.5
474,"Grebogi, C",472,"Demoura, A",0.5
474,"Grebogi, C",473,"Motter, A",0.5
476,"Flyvbjerg, H",475,"Derrida, B",1
477,"Gardner, E",475,"Derrida, B",0.5
478,"Zippelius, A",475,"Derrida, B",0.5
478,"Zippelius, A",477,"Gardner, E",0.5
480,"Breban, R",479,"Deshazer, D",0.333333
481,"Ott, E",479,"Deshazer, D",0.333333
481,"Ott, E",480,"Breban, R",0.333333
482,"Roy, R",479,"Deshazer, D",0.333333
482,"Roy, R",480,"Breban, R",0.333333
482,"Roy, R",481,"Ott, E",0.333333
484,"Marder, E",483,"Destexhe, A",1
485,"Dezso, Z",33,"Barabasi, A",1
487,"Heesterbeek, J",486,"Diekmann, O",1
488,"Dobrin, R",33,"Barabasi, A",0.333333
488,"Dobrin, R",54,"Oltvai, Z",0.333333
489,"Beg, Q",488,"Dobrin, R",0.333333
489,"Beg, Q",33,"Barabasi, A",0.333333
489,"Beg, Q",54,"Oltvai, Z",0.333333
490,"Dodds, P",309,"Watts, D",1.5
490,"Dodds, P",78,"Newman, M",0.5
491,"Muhamad, R",490,"Dodds, P",0.5
491,"Muhamad, R",309,"Watts, D",0.5
492,"Rothman, D",490,"Dodds, P",1
493,"Sabel, C",490,"Dodds, P",0.5
493,"Sabel, C",309,"Watts, D",0.5
495,"Herrmann, J",494,"Dodel, S",0.5
496,"Geisel, T",494,"Dodel, S",0.5
496,"Geisel, T",495,"Herrmann, J",0.5
498,"Hoffman, A",497,"Donath, W",1
499,"Donetti, L",303,"Munoz, M",1
500,"Dorogovtsev, S",150,"Pastorsatorras, R",0.5
501,"Goltsev, A",500,"Dorogovtsev, S",1
502,"Mendes, J",500,"Dorogovtsev, S",2.5
502,"Mendes, J",501,"Goltsev, A",1
503,"Samukhin, A",500,"Dorogovtsev, S",1.5
503,"Samukhin, A",502,"Mendes, J",0.5
506,"Gu, J",505,"Du, D",1
507,"Dunne, J",190,"Berlow, E",0.583333
507,"Dunne, J",33,"Barabasi, A",0.583333
508,"Williams, R",507,"Dunne, J",1.08333
508,"Williams, R",190,"Berlow, E",0.583333
508,"Williams, R",33,"Barabasi, A",0.583333
509,"Martinez, N",507,"Dunne, J",0.75
509,"Martinez, N",508,"Williams, R",0.75
509,"Martinez, N",190,"Berlow, E",0.25
509,"Martinez, N",33,"Barabasi, A",0.25
512,"Keeling, M",511,"Eames, K",1
513,"Mielsch, L",245,"Ebel, H",0.5
513,"Mielsch, L",244,"Bornholdt, S",0.5
515,"Gomezgardenes, J",514,"Echenique, P",0.833333
516,"Moreno, Y",514,"Echenique, P",0.833333
516,"Moreno, Y",515,"Gomezgardenes, J",2.33333
516,"Moreno, Y",346,"Hwang, D",0.333333
516,"Moreno, Y",216,"Boccaletti, S",0.333333
516,"Moreno, Y",151,"Vespignani, A",1.58333
516,"Moreno, Y",150,"Pastorsatorras, R",1.08333
516,"Moreno, Y",225,"Boguna, M",0.25
517,"Vazquez, A",514,"Echenique, P",0.333333
517,"Vazquez, A",515,"Gomezgardenes, J",0.333333
517,"Vazquez, A",516,"Moreno, Y",2.91667
517,"Vazquez, A",151,"Vespignani, A",2.25
517,"Vazquez, A",150,"Pastorsatorras, R",1.58333
517,"Vazquez, A",225,"Boguna, M",0.25
517,"Vazquez, A",127,"Maritan, A",0.333333
517,"Vazquez, A",152,"Weigt, M",1
519,"Moses, E",518,"Eckmann, J",1
521,"Rousseau, R",520,"Egghe, L",1
522,"Eguiluz, V",76,"Sanmiguel, M",1
523,"Chialvo, D",522,"Eguiluz, V",0.25
524,"Cecchi, G",522,"Eguiluz, V",0.25
524,"Cecchi, G",523,"Chialvo, D",0.25
525,"Baliki, M",522,"Eguiluz, V",0.25
525,"Baliki, M",523,"Chialvo, D",0.25
525,"Baliki, M",524,"Cecchi, G",0.25
526,"Apkarian, A",522,"Eguiluz, V",0.25
526,"Apkarian, A",523,"Chialvo, D",0.25
526,"Apkarian, A",524,"Cecchi, G",0.25
526,"Apkarian, A",525,"Baliki, M",0.25
527,"Klemm, K",522,"Eguiluz, V",2
529,"Schuster, P",528,"Eigen, M",1
531,"Marcotte, E",530,"Eisenberg, D",0.533333
532,"Xenarios, I",530,"Eisenberg, D",0.533333
532,"Xenarios, I",531,"Marcotte, E",0.533333
533,"Yeates, T",530,"Eisenberg, D",0.333333
533,"Yeates, T",531,"Marcotte, E",0.333333
533,"Yeates, T",532,"Xenarios, I",0.333333
535,"Levanon, E",534,"Eisenberg, E",1
538,"Fries, P",537,"Engel, A",0.5
539,"Singer, W",537,"Engel, A",0.833333
539,"Singer, W",538,"Fries, P",0.5
540,"Moll, C",537,"Engel, A",0.333333
541,"Fried, I",537,"Engel, A",0.333333
541,"Fried, I",540,"Moll, C",0.333333
542,"Ojemann, G",537,"Engel, A",0.333333
542,"Ojemann, G",540,"Moll, C",0.333333
542,"Ojemann, G",541,"Fried, I",0.333333
545,"Renyi, A",544,"Erdos, P",1
547,"Rodgers, G",546,"Ergun, G",1
547,"Rodgers, G",55,"Krapivsky, P",0.5
547,"Rodgers, G",56,"Redner, S",0.5
547,"Rodgers, G",329,"Tadic, B",1.5
548,"Eriksen, K",121,"Sneppen, K",0.333333
549,"Simonsen, I",548,"Eriksen, K",0.333333
549,"Simonsen, I",121,"Sneppen, K",0.333333
550,"Maslov, S",548,"Eriksen, K",0.333333
550,"Maslov, S",549,"Simonsen, I",0.333333
550,"Maslov, S",121,"Sneppen, K",1.83333
553,"Koutsoupias, E",552,"Fabrikant, A",0.5
554,"Papadimitriou, C",552,"Fabrikant, A",0.5
554,"Papadimitriou, C",553,"Koutsoupias, E",0.5
557,"Faloutsos, P",556,"Faloutsos, M",0.5
558,"Faloutsos, C",556,"Faloutsos, M",0.5
558,"Faloutsos, C",557,"Faloutsos, P",0.5
560,"Sunshine, M",559,"Fararo, T",1
561,"Farkas, I",33,"Barabasi, A",0.708333
561,"Farkas, I",53,"Vicsek, T",0.708333
561,"Farkas, I",34,"Jeong, H",0.375
561,"Farkas, I",133,"Neda, Z",0.125
561,"Farkas, I",54,"Oltvai, Z",0.375
561,"Farkas, I",132,"Ravasz, E",0.125
561,"Farkas, I",134,"Schubert, A",0.125
562,"Derenyi, I",561,"Farkas, I",0.458333
562,"Derenyi, I",33,"Barabasi, A",0.458333
562,"Derenyi, I",53,"Vicsek, T",0.458333
562,"Derenyi, I",34,"Jeong, H",0.125
562,"Derenyi, I",133,"Neda, Z",0.125
562,"Derenyi, I",54,"Oltvai, Z",0.125
562,"Derenyi, I",132,"Ravasz, E",0.125
562,"Derenyi, I",134,"Schubert, A",0.125
563,"Faust, K",82,"Wasserman, S",1
564,"Willert, K",563,"Faust, K",0.333333
565,"Rowlee, D",563,"Faust, K",0.333333
565,"Rowlee, D",564,"Willert, K",0.333333
566,"Skvoretz, J",563,"Faust, K",0.333333
566,"Skvoretz, J",564,"Willert, K",0.333333
566,"Skvoretz, J",565,"Rowlee, D",0.333333
567,"Fell, D",189,"Wagner, A",2.33333
569,"Vanessen, D",568,"Felleman, D",1
571,"Solisperales, G",570,"Femat, R",1
573,"Garnett, G",572,"Ferguson, N",1
574,"Ferrericancho, R",281,"Sole, R",2.5
574,"Ferrericancho, R",283,"Valverde, S",0.5
575,"Janssen, C",574,"Ferrericancho, R",0.5
575,"Janssen, C",281,"Sole, R",0.5
576,"Kohler, R",574,"Ferrericancho, R",0.5
576,"Kohler, R",281,"Sole, R",0.5
578,"Mattheyses, R",577,"Fiduccia, C",1
581,"Straughn, B",580,"Filatrella, G",0.5
582,"Barbara, P",580,"Filatrella, G",0.5
582,"Barbara, P",581,"Straughn, B",0.5
584,"Kahkonen, S",583,"Fingelkurts, A",1
585,"Fink, K",136,"Pecora, L",0.333333
586,"Johnson, G",585,"Fink, K",0.333333
586,"Johnson, G",136,"Pecora, L",0.333333
587,"Carroll, T",585,"Fink, K",0.333333
587,"Carroll, T",586,"Johnson, G",0.333333
587,"Carroll, T",136,"Pecora, L",1.83333
590,"Lawrence, S",589,"Flake, G",0.583333
590,"Lawrence, S",307,"Kleinberg, J",1
591,"Giles, C",589,"Flake, G",0.583333
591,"Giles, C",590,"Lawrence, S",1.58333
592,"Coetzee, F",589,"Flake, G",0.333333
592,"Coetzee, F",590,"Lawrence, S",0.333333
592,"Coetzee, F",591,"Giles, C",0.333333
594,"Schonmann, R",593,"Fontes, L",1
595,"Spata, A",277,"Fortuna, L",0.333333
595,"Spata, A",403,"Frasca, M",0.333333
595,"Spata, A",278,"Larosa, M",0.333333
596,"Fortunato, S",327,"Latora, V",0.5
596,"Fortunato, S",416,"Marchiori, M",0.5
596,"Fortunato, S",46,"Stauffer, D",1
598,"Kesselman, C",597,"Foster, I",1
600,"Hill, C",599,"Fox, J",1
603,"Strauss, D",602,"Frank, O",1
606,"Frith, C",275,"Friston, K",0.333333
607,"Liddle, P",275,"Friston, K",0.333333
607,"Liddle, P",606,"Frith, C",0.333333
608,"Frackowiak, R",275,"Friston, K",0.333333
608,"Frackowiak, R",606,"Frith, C",0.333333
608,"Frackowiak, R",607,"Liddle, P",0.333333
609,"Fronczak, A",45,"Holyst, J",0.833333
610,"Fronczak, P",609,"Fronczak, A",0.5
610,"Fronczak, P",45,"Holyst, J",0.5
611,"Jedynak, M",609,"Fronczak, A",0.333333
611,"Jedynak, M",45,"Holyst, J",0.333333
612,"Sienkiewicz, J",609,"Fronczak, A",0.333333
612,"Sienkiewicz, J",45,"Holyst, J",0.333333
612,"Sienkiewicz, J",611,"Jedynak, M",0.333333
615,"Yamada, T",614,"Fujisaka, H",1
617,"Hu, C",616,"Gade, P",1
619,"Lubashevsky, I",618,"Gafiychuk, V",0.5
620,"Stosyk, A",618,"Gafiychuk, V",0.5
620,"Stosyk, A",619,"Lubashevsky, I",0.5
622,"Marsden, P",621,"Galaskiewicz, J",1
624,"Lerman, K",623,"Galstyan, A",1
626,"Hanggi, P",625,"Gammaitoni, L",0.333333
627,"Jung, P",625,"Gammaitoni, L",0.333333
627,"Jung, P",626,"Hanggi, P",0.333333
628,"Marchesoni, F",625,"Gammaitoni, L",0.333333
628,"Marchesoni, F",626,"Hanggi, P",0.333333
628,"Marchesoni, F",627,"Jung, P",0.333333
630,"Hu, B",629,"Gao, Z",0.5
631,"Hu, G",629,"Gao, Z",0.5
631,"Hu, G",630,"Hu, B",1
631,"Hu, G",337,"Zhang, Y",0.2
633,"Johnson, D",632,"Garey, M",1
636,"Glei, D",635,"Garfinkel, I",0.5
637,"Mclanahan, S",635,"Garfinkel, I",0.5
637,"Mclanahan, S",636,"Glei, D",0.5
638,"Garlaschelli, D",162,"Battiston, S",0.25
638,"Garlaschelli, D",316,"Servedio, V",0.25
638,"Garlaschelli, D",301,"Caldarelli, G",0.75
638,"Garlaschelli, D",463,"Pietronero, L",0.5
639,"Castri, M",638,"Garlaschelli, D",0.25
639,"Castri, M",162,"Battiston, S",0.25
639,"Castri, M",316,"Servedio, V",0.25
639,"Castri, M",301,"Caldarelli, G",0.25
640,"Loffredo, M",638,"Garlaschelli, D",1
641,"Gastner, M",78,"Newman, M",1
643,"Bienfang, J",642,"Gauthier, D",1
646,"Girvan, M",78,"Newman, M",2.5
648,"Perezpena, R",647,"Glanz, J",1
650,"Gleiss, P",189,"Wagner, A",0.333333
650,"Gleiss, P",567,"Fell, D",0.333333
651,"Stadler, P",650,"Gleiss, P",0.333333
651,"Stadler, P",189,"Wagner, A",0.333333
651,"Stadler, P",567,"Fell, D",0.333333
652,"Goh, K",34,"Jeong, H",0.25
653,"Ghim, C",652,"Goh, K",0.333333
654,"Kahng, B",652,"Goh, K",2.08333
654,"Kahng, B",653,"Ghim, C",0.333333
654,"Kahng, B",34,"Jeong, H",1.25
654,"Kahng, B",55,"Krapivsky, P",0.333333
654,"Kahng, B",56,"Redner, S",0.333333
655,"Kim, D",652,"Goh, K",2.08333
655,"Kim, D",653,"Ghim, C",0.333333
655,"Kim, D",654,"Kahng, B",2.08333
655,"Kim, D",34,"Jeong, H",0.25
656,"Lee, D",652,"Goh, K",0.333333
656,"Lee, D",654,"Kahng, B",0.333333
656,"Lee, D",655,"Kim, D",0.333333
657,"Oh, E",652,"Goh, K",0.583333
657,"Oh, E",34,"Jeong, H",0.25
657,"Oh, E",654,"Kahng, B",0.916667
657,"Oh, E",655,"Kim, D",0.583333
659,"Nichols, D",658,"Goldberg, D",0.333333
660,"Oki, B",658,"Goldberg, D",0.333333
660,"Oki, B",659,"Nichols, D",0.333333
661,"Terry, D",658,"Goldberg, D",0.333333
661,"Terry, D",659,"Nichols, D",0.333333
661,"Terry, D",660,"Oki, B",0.333333
663,"Gonze, D",662,"Goldbeter, A",0.75
664,"Houart, G",662,"Goldbeter, A",0.25
664,"Houart, G",663,"Gonze, D",0.25
665,"Leloup, J",662,"Goldbeter, A",0.25
665,"Leloup, J",663,"Gonze, D",0.25
665,"Leloup, J",664,"Houart, G",0.25
666,"Dupont, G",662,"Goldbeter, A",0.25
666,"Dupont, G",663,"Gonze, D",0.25
666,"Dupont, G",664,"Houart, G",0.25
666,"Dupont, G",665,"Leloup, J",0.25
668,"Roughgarden, J",667,"Goldwasser, L",1
670,"Hansel, D",669,"Golomb, D",1
671,"Rinzel, J",669,"Golomb, D",1
673,"Vanloan, C",672,"Golub, G",1
674,"Floria, L",515,"Gomezgardenes, J",0.5
674,"Floria, L",516,"Moreno, Y",0.5
675,"Gonzales, M",443,"Herrmann, H",0.5
676,"Sousa, A",675,"Gonzales, M",0.5
676,"Sousa, A",443,"Herrmann, H",0.5
677,"Hally, J",663,"Gonze, D",0.5
677,"Hally, J",662,"Goldbeter, A",0.5
679,"Simmen, M",678,"Goodhill, A",0.5
680,"Willshaw, D",678,"Goodhill, A",0.5
680,"Willshaw, D",679,"Simmen, M",0.5
682,"Hall, D",681,"Goodman, M",0.333333
683,"Avery, L",681,"Goodman, M",0.333333
683,"Avery, L",682,"Hall, D",0.333333
684,"Lockery, S",681,"Goodman, M",0.333333
684,"Lockery, S",682,"Hall, D",0.333333
684,"Lockery, S",683,"Avery, L",0.333333
685,"Gorman, S",57,"Kulkarni, R",1
686,"Tangmunarunkit, H",350,"Govindan, R",1
689,"Gray, C",537,"Engel, A",0.333333
689,"Gray, C",539,"Singer, W",0.333333
690,"Konig, P",689,"Gray, C",0.333333
690,"Konig, P",537,"Engel, A",0.333333
690,"Konig, P",539,"Singer, W",0.333333
692,"Gregoire, G",342,"Chate, H",1
694,"Kujala, J",693,"Gross, J",0.2
695,"Hamalainen, M",693,"Gross, J",0.2
695,"Hamalainen, M",694,"Kujala, J",0.2
696,"Timmermann, L",693,"Gross, J",0.2
696,"Timmermann, L",694,"Kujala, J",0.2
696,"Timmermann, L",695,"Hamalainen, M",0.2
697,"Schnitzler, A",693,"Gross, J",1.2
697,"Schnitzler, A",694,"Kujala, J",0.2
697,"Schnitzler, A",695,"Hamalainen, M",0.2
697,"Schnitzler, A",696,"Timmermann, L",0.2
697,"Schnitzler, A",219,"Kurths, J",0.142857
697,"Schnitzler, A",343,"Pikovsky, A",0.142857
698,"Salmelin, R",693,"Gross, J",0.2
698,"Salmelin, R",694,"Kujala, J",0.2
698,"Salmelin, R",695,"Hamalainen, M",0.2
698,"Salmelin, R",696,"Timmermann, L",0.2
698,"Salmelin, R",697,"Schnitzler, A",0.2
699,"Ion, P",445,"Grossman, J",1
700,"Guardiola, X",96,"Diazguilera, A",0.333333
701,"Llas, M",700,"Guardiola, X",0.333333
701,"Llas, M",96,"Diazguilera, A",0.333333
702,"Perez, C",700,"Guardiola, X",0.333333
702,"Perez, C",96,"Diazguilera, A",0.333333
702,"Perez, C",701,"Llas, M",0.333333
705,"Bottani, S",704,"Guelzim, N",0.333333
706,"Bourgine, P",704,"Guelzim, N",0.333333
706,"Bourgine, P",705,"Bottani, S",0.333333
707,"Kepes, F",704,"Guelzim, N",0.333333
707,"Kepes, F",705,"Bottani, S",0.333333
707,"Kepes, F",706,"Bourgine, P",0.333333
708,"Giralt, F",97,"Guimera, R",0.583333
708,"Giralt, F",94,"Arenas, A",0.583333
708,"Giralt, F",96,"Diazguilera, A",0.583333
708,"Giralt, F",99,"Danon, L",0.25
709,"Mossa, S",97,"Guimera, R",0.333333
709,"Mossa, S",69,"Amaral, L",0.666667
709,"Mossa, S",71,"Barthelemy, M",0.333333
709,"Mossa, S",72,"Stanley, H",0.333333
710,"Turtschi, A",97,"Guimera, R",0.333333
710,"Turtschi, A",709,"Mossa, S",0.333333
710,"Turtschi, A",69,"Amaral, L",0.333333
711,"Gupta, S",87,"Anderson, R",0.5
711,"Gupta, S",88,"May, R",0.5
712,"Hall, G",642,"Gauthier, D",0.5
713,"Bahar, S",712,"Hall, G",0.5
713,"Bahar, S",642,"Gauthier, D",0.5
715,"Hari, R",695,"Hamalainen, M",0.25
716,"Ilmoniemi, R",695,"Hamalainen, M",0.25
716,"Ilmoniemi, R",715,"Hari, R",0.25
717,"Knuutila, J",695,"Hamalainen, M",0.25
717,"Knuutila, J",715,"Hari, R",0.25
717,"Knuutila, J",716,"Ilmoniemi, R",0.25
718,"Lounasmaa, O",695,"Hamalainen, M",0.25
718,"Lounasmaa, O",715,"Hari, R",0.25
718,"Lounasmaa, O",716,"Ilmoniemi, R",0.25
718,"Lounasmaa, O",717,"Knuutila, J",0.25
720,"Jones, J",719,"Handcock, M",2
